위도,경도
36.9443,127.6457
36.9446,127.6455
36.9436,127.6466
36.9429,127.6464
36.9429,127.6455
36.9424,127.6454
36.9426,127.6448
36.9426,127.6444
36.9427,127.6438
36.9423,127.6444
36.9419,127.6444
36.9419,127.6445
36.9417,127.6441
36.9417,127.6438
36.9419,127.6447
36.9420,127.6450
36.9335,127.6436
36.9327,127.6399
36.9335,127.6395
36.9336,127.6394
36.9336,127.6390
36.9341,127.6385
36.9339,127.6396
36.9341,127.6392
36.9344,127.6394
36.9342,127.6398
36.9330,127.6405
36.9295,127.6367
36.9246,127.6323
36.9248,127.6321
36.9239,127.6314
36.9240,127.6311
36.9245,127.6313
36.9234,127.6319
36.9234,127.6315
36.9229,127.6321
36.9227,127.6323
36.9229,127.6314
36.9230,127.6311
36.9224,127.6306
36.9218,127.6308
36.9212,127.6308
36.9208,127.6315
36.9206,127.6325
36.9128,127.6212
36.9123,127.6208
36.9114,127.6209
36.9104,127.6206
36.9100,127.6209
36.9104,127.6217
36.9101,127.6202
36.9097,127.6198
36.9103,127.6224
36.9104,127.6232
36.9104,127.6240
36.9106,127.6242
36.9110,127.6243
36.9112,127.6244
36.9108,127.6248
36.9104,127.6253
36.9103,127.6249
36.9115,127.6241
36.9120,127.6242
36.9123,127.6243
36.9126,127.6251
36.9128,127.6257
36.9134,127.6259
36.9131,127.6250
36.9129,127.6238
36.9134,127.6238
36.9147,127.6282
36.9145,127.6284
36.9144,127.6286
36.9139,127.6282
36.9131,127.6289
36.9135,127.6264
36.9136,127.6270
36.9136,127.6275
36.9134,127.6277
36.9138,127.6307
36.9165,127.6386
36.9167,127.6380
36.9149,127.6386
36.9146,127.6389
36.9146,127.6386
36.9141,127.6385
36.9138,127.6386
36.9137,127.6390
36.9136,127.6389
36.9132,127.6386
36.9134,127.6381
36.9136,127.6383
36.9079,127.6077
36.9081,127.6083
36.9081,127.6086
36.9076,127.6081
36.9074,127.6085
36.9068,127.6088
36.9067,127.6083
36.9070,127.6079
36.9074,127.6076
36.9071,127.6076
36.9070,127.6070
36.9067,127.6064
36.9066,127.6070
36.9044,127.6038
36.9044,127.6041
36.9041,127.6037
36.9039,127.6035
36.9038,127.6041
36.9036,127.6042
36.9035,127.6036
36.9034,127.6036
36.9032,127.6037
36.9029,127.6037
36.9026,127.6036
36.9031,127.6032
36.9035,127.6032
36.9034,127.6029
36.9095,127.6057
36.9124,127.6040
36.9137,127.6020
36.9138,127.6007
36.9143,127.6004
36.9148,127.6000
36.9163,127.5982
36.9178,127.5972
36.9185,127.5965
36.9199,127.5952
36.9201,127.5950
36.9200,127.5948
36.9204,127.5948
36.9204,127.5943
36.9205,127.5947
36.9211,127.5953
36.9207,127.5952
36.9204,127.5953
36.9190,127.6082
36.9189,127.6081
36.9192,127.6075
36.9196,127.6071
36.9199,127.6065
36.9201,127.6071
36.9199,127.6073
36.9194,127.6079
36.9215,127.6112
36.9218,127.6115
36.9222,127.6123
36.9217,127.6126
36.9228,127.6119
36.9231,127.6124
36.9237,127.6129
36.9233,127.6135
36.9230,127.6144
36.9240,127.6127
36.9245,127.6128
36.9337,127.6172
36.9360,127.6176
36.9398,127.6181
36.9397,127.6186
36.9402,127.6187
36.9406,127.6187
36.9406,127.6192
36.9410,127.6189
36.9412,127.6195
36.9414,127.6192
36.9416,127.6196
36.9411,127.6199
36.9409,127.6203
36.9409,127.6207
36.9408,127.6212
36.9410,127.6218
36.9411,127.6223
36.9415,127.6231
36.9411,127.6239
36.9404,127.6244
36.9397,127.6245
36.9392,127.6253
36.9392,127.6255
36.9388,127.6259
36.9385,127.6274
36.9381,127.6270
36.9156,127.6450
36.9154,127.6449
36.9152,127.6445
36.9150,127.6442
36.9149,127.6439
36.9105,127.6483
36.9107,127.6482
36.9107,127.6479
36.9112,127.6479
36.9112,127.6484
36.9112,127.6486
36.9117,127.6485
36.9122,127.6487
36.9130,127.6487
36.9140,127.6486
36.9149,127.6482
36.9170,127.6481
36.9176,127.6467
36.9181,127.6465
36.9185,127.6470
36.9148,127.6501
36.9158,127.6514
36.9160,127.6518
36.9161,127.6515
36.9161,127.6521
36.9165,127.6523
36.9167,127.6526
36.9170,127.6531
36.9173,127.6536
36.9177,127.6540
36.9179,127.6542
36.9180,127.6547
36.9182,127.6542
36.9181,127.6536
36.9185,127.6533
36.9187,127.6537
36.9192,127.6538
36.9263,127.6555
36.9266,127.6535
36.9268,127.6527
36.9282,127.6494
36.9263,127.6428
36.9222,127.6772
36.9225,127.6769
36.9223,127.6766
36.9228,127.6766
36.9235,127.6766
36.9237,127.6772
36.9239,127.6768
36.9239,127.6776
36.9242,127.6778
36.9243,127.6776
36.9244,127.6771
36.9253,127.6771
36.9252,127.6763
36.9252,127.6758
36.9253,127.6796
36.9276,127.6768
36.9284,127.6781
36.9292,127.6794
36.9292,127.6790
36.9270,127.6758
36.9253,127.6732
36.9250,127.6727
36.9254,127.6725
36.9256,127.6727
36.9248,127.6721
36.9244,127.6723
36.9241,127.6721
36.9241,127.6731
36.9242,127.6737
36.9247,127.6718
36.9253,127.6709
36.9247,127.6706
36.9245,127.6704
36.9282,127.6746
36.9278,127.6743
36.9298,127.6736
36.9301,127.6744
36.9302,127.6735
36.9305,127.6733
36.9306,127.6727
36.9309,127.6724
36.9320,127.6723
36.9323,127.6726
36.9347,127.6734
36.9323,127.6707
36.9319,127.6708
36.9317,127.6699
36.9315,127.6690
36.9319,127.6685
36.9325,127.6689
36.9322,127.6696
36.9321,127.6699
36.9324,127.6701
36.9328,127.6702
36.9331,127.6699
36.9357,127.6711
36.9367,127.6714
36.9373,127.6715
36.9376,127.6713
36.9376,127.6710
36.9377,127.6718
36.9380,127.6714
36.9383,127.6716
36.9388,127.6716
36.9388,127.6710
36.9392,127.6703
36.9437,127.6690
36.9461,127.6709
36.9464,127.6712
36.9468,127.6712
36.9448,127.6755
36.9445,127.6757
36.9442,127.6757
36.9440,127.6758
36.9436,127.6757
36.9307,127.6781
36.9376,127.6611
36.9361,127.6599
36.9381,127.6610
36.9381,127.6606
36.9383,127.6609
36.9387,127.6606
36.9384,127.6604
36.9399,127.6564
36.9405,127.6563
36.9409,127.6562
36.9414,127.6561
36.9417,127.6558
36.9413,127.6557
36.9416,127.6555
36.9407,127.6551
36.9410,127.6552
36.9427,127.6570
36.9445,127.6575
36.9454,127.6585
36.9465,127.6594
36.9472,127.6594
36.9477,127.6608
36.9481,127.6602
36.9483,127.6605
36.9486,127.6607
36.9494,127.6611
36.9372,127.6512
36.9366,127.6504
36.9364,127.6500
36.9359,127.6498
36.9359,127.6495
36.9359,127.6491
36.9409,127.6526
36.9411,127.6522
36.9424,127.6520
36.9501,127.6804
36.9505,127.6800
36.9513,127.6794
36.9514,127.6796
36.9518,127.6792
36.9524,127.6786
36.9520,127.6776
36.9518,127.6774
36.9532,127.6774
36.9424,127.6859
36.9420,127.6861
36.9411,127.6867
36.9424,127.6896
36.9426,127.6902
36.9429,127.6903
36.9435,127.6904
36.9439,127.6904
36.9458,127.6909
36.9469,127.6908
36.9478,127.6914
36.9497,127.6923
36.9499,127.6933
36.9500,127.6946
36.9485,127.6941
36.9439,127.6861
36.9451,127.6857
36.9520,127.6916
36.9523,127.6912
36.9527,127.6909
36.9535,127.6906
36.9546,127.6917
36.9543,127.6914
36.9553,127.6913
36.9544,127.6904
36.9529,127.6902
36.9526,127.6885
36.9544,127.6942
36.9550,127.6947
36.9555,127.6954
36.9565,127.6968
36.9571,127.6975
36.9575,127.6978
36.9440,127.6865
36.9530,127.6889
36.9527,127.6889
36.9528,127.6884
36.9554,127.6877
36.9552,127.6894
36.9525,127.6876
36.9519,127.6869
36.9516,127.6870
36.9507,127.6862
36.9498,127.6857
36.9487,127.6852
36.9481,127.6846
36.9380,127.6915
36.9466,127.6909
36.9483,127.6892
36.9477,127.6896
36.9478,127.6896
36.9478,127.6905
36.9728,127.6757
36.9728,127.6732
36.9727,127.6720
36.9731,127.6708
36.9720,127.6704
36.9721,127.6718
36.9720,127.6720
36.9722,127.6732
36.9719,127.6741
36.9725,127.6743
36.9731,127.6767
36.9760,127.6760
36.9743,127.6748
36.9819,127.6721
36.9821,127.6716
36.9826,127.6716
36.9829,127.6724
36.9480,127.6889
36.9477,127.6890
36.9474,127.6887
36.9470,127.6880
36.9469,127.6870
36.9463,127.6864
36.9460,127.6857
36.9495,127.6835
36.9538,127.6818
36.9554,127.6820
36.9550,127.6818
36.9556,127.6816
36.9561,127.6817
36.9568,127.6817
36.9566,127.6821
36.9588,127.6782
36.9587,127.6777
36.9586,127.6771
36.9584,127.6767
36.9582,127.6768
36.9611,127.6724
36.9602,127.6738
36.9593,127.6779
36.9590,127.6776
36.9563,127.6774
36.9557,127.6776
36.9552,127.6775
36.9548,127.6775
36.9536,127.6777
36.9540,127.6768
36.9557,127.6780
36.9591,127.6789
36.9588,127.6791
36.9637,127.6832
36.9634,127.6826
36.9630,127.6822
36.9625,127.6824
36.9625,127.6819
36.9592,127.6781
36.9616,127.6790
36.9617,127.6788
36.9620,127.6779
36.9611,127.6778
36.9609,127.6769
36.9834,127.6742
36.9835,127.6750
36.9839,127.6756
36.9833,127.6713
36.9846,127.6725
36.9843,127.6713
36.9839,127.6712
36.9840,127.6702
36.9839,127.6696
36.9837,127.6685
36.9845,127.6675
36.9846,127.6664
36.9848,127.6666
36.9856,127.6665
36.9789,127.6720
36.9792,127.6723
36.9795,127.6725
36.9275,127.6999
36.9271,127.6998
36.9266,127.6997
36.9262,127.6995
36.9246,127.7061
36.9242,127.7053
36.9226,127.7048
36.9238,127.7046
36.9210,127.7083
36.9212,127.7086
36.9214,127.7091
36.9216,127.7091
36.9212,127.7096
36.9210,127.7099
36.9213,127.7102
36.9214,127.7100
36.9209,127.7113
36.9215,127.7116
36.9215,127.7111
36.9213,127.7110
36.9211,127.7112
36.9213,127.7107
36.9217,127.7098
36.9220,127.7092
36.9226,127.7106
36.9224,127.7088
36.9271,127.7088
36.9276,127.7090
36.9408,127.6910
36.9279,127.7082
36.9283,127.7083
36.9282,127.7088
36.9289,127.7086
36.9288,127.7090
36.9294,127.7089
36.9300,127.7090
36.9307,127.7074
36.9303,127.7079
36.9301,127.7075
36.9297,127.7082
36.9295,127.7084
36.9291,127.7082
36.9288,127.7078
36.9293,127.7077
36.9312,127.7135
36.9307,127.7140
36.9301,127.7134
36.9297,127.7139
36.9297,127.7118
36.9212,127.7221
36.9216,127.7224
36.9216,127.7207
36.9219,127.7215
36.9228,127.7214
36.9236,127.7214
36.9250,127.7214
36.9263,127.7214
36.9272,127.7215
36.9275,127.7215
36.9278,127.7222
36.9282,127.7223
36.9285,127.7225
36.9289,127.7228
36.9295,127.7226
36.9296,127.7230
36.9304,127.7232
36.9301,127.7231
36.9302,127.7225
36.9276,127.7300
36.9276,127.7296
36.9281,127.7293
36.9285,127.7290
36.9282,127.7300
36.9285,127.7296
36.9287,127.7293
36.9292,127.7294
36.9297,127.7296
36.9305,127.7298
36.9297,127.7287
36.9288,127.7299
36.9287,127.7303
36.9291,127.6981
36.9281,127.7304
36.9396,127.7013
36.9397,127.7010
36.9397,127.7002
36.9396,127.6997
36.9396,127.6992
36.9396,127.6984
36.9443,127.6969
36.9443,127.6976
36.9470,127.7081
36.9474,127.7084
36.9481,127.7080
36.9481,127.7077
36.9484,127.7079
36.9488,127.7081
36.9493,127.7074
36.9498,127.7074
36.9510,127.7072
36.9502,127.7069
36.9500,127.7067
36.9521,127.7089
36.9515,127.7086
36.9512,127.7085
36.9504,127.7087
36.9470,127.7087
36.9471,127.7096
36.9474,127.7095
36.9478,127.7093
36.9482,127.7091
36.9480,127.7086
36.9484,127.7088
36.9494,127.7084
36.9497,127.7086
36.9500,127.7085
36.9500,127.7088
36.9468,127.7106
36.9472,127.7104
36.9475,127.7103
36.9476,127.7112
36.9476,127.7117
36.9478,127.7109
36.9480,127.7102
36.9479,127.7101
36.9484,127.7100
36.9490,127.7101
36.9493,127.7100
36.9489,127.7095
36.9490,127.7090
36.9475,127.7148
36.9479,127.7143
36.9477,127.7142
36.9480,127.7148
36.9483,127.7151
36.9481,127.7158
36.9481,127.7162
36.9403,127.6937
36.9406,127.6937
36.9407,127.6933
36.9410,127.6933
36.9409,127.6930
36.9408,127.6938
36.9410,127.6938
36.9412,127.6941
36.9418,127.6933
36.9411,127.6929
36.9401,127.6917
36.9411,127.6921
36.9410,127.6925
36.9416,127.6924
36.9417,127.6917
36.9420,127.6914
36.9423,127.6915
36.9431,127.6920
36.9374,127.6922
36.9398,127.6919
36.9393,127.6918
36.9391,127.6918
36.9391,127.6922
36.9391,127.6930
36.9396,127.6945
36.9392,127.6940
36.9388,127.6938
36.9385,127.6940
36.9380,127.6938
36.9378,127.6931
36.9385,127.6927
36.9381,127.6926
36.9379,127.6918
36.9390,127.6912
36.9400,127.6937
36.9398,127.6938
36.9360,127.6909
36.9364,127.6906
36.9369,127.6890
36.9368,127.6882
36.9373,127.6880
36.9373,127.6875
36.9359,127.6880
36.9363,127.6901
36.9363,127.6873
36.9377,127.6893
36.9376,127.6907
36.9369,127.6913
36.9366,127.6925
36.9366,127.6927
36.9367,127.6926
36.9359,127.6920
36.9420,127.6907
36.9407,127.6895
36.9408,127.6898
36.9413,127.6893
36.9413,127.6889
36.9419,127.6896
36.9415,127.6899
36.9410,127.6901
36.9405,127.6891
36.9415,127.6881
36.9411,127.6883
36.9404,127.6886
36.9380,127.6890
36.9379,127.6894
36.9384,127.6896
36.9386,127.6899
36.9387,127.6890
36.9389,127.6895
36.9395,127.6891
36.9395,127.6894
36.9392,127.6889
36.9405,127.6851
36.9399,127.6856
36.9390,127.6870
36.9395,127.6861
36.9391,127.6863
36.9387,127.6872
36.9378,127.6867
36.9379,127.6867
36.9384,127.6864
36.9384,127.6867
36.9379,127.6862
36.9391,127.6856
36.9389,127.6859
36.9416,127.6857
36.9398,127.6871
36.9336,127.6899
36.9338,127.6898
36.9337,127.6902
36.9336,127.6904
36.9336,127.6900
36.9349,127.6911
36.9350,127.6894
36.9354,127.6899
36.9355,127.6904
36.9363,127.6882
36.9364,127.6877
36.9362,127.6887
36.9365,127.6884
36.9368,127.6872
36.9373,127.6866
36.9370,127.6865
36.9368,127.6864
36.9366,127.6868
36.9365,127.6865
36.9361,127.6870
36.9354,127.6870
36.9351,127.6870
36.9191,127.6911
36.9181,127.6912
36.9184,127.6907
36.9183,127.6906
36.9179,127.6910
36.9179,127.6904
36.9178,127.6908
36.9219,127.6907
36.9230,127.6909
36.9226,127.6908
36.9222,127.6909
36.9220,127.6914
36.9221,127.6911
36.9216,127.6911
36.9216,127.6914
36.9212,127.6914
36.9210,127.6921
36.9203,127.6926
36.9213,127.6909
36.9287,127.6897
36.9297,127.6883
36.9309,127.6852
36.9313,127.6848
36.9272,127.6846
36.9268,127.6852
36.9259,127.6855
36.9254,127.6850
36.9252,127.6843
36.9250,127.6842
36.9248,127.6847
36.9246,127.6847
36.9242,127.6842
36.9243,127.6835
36.9245,127.6831
36.9234,127.6857
36.9235,127.6876
36.9228,127.6871
36.9228,127.6877
36.9221,127.6863
36.9225,127.6863
36.9225,127.6860
36.9227,127.6861
36.9227,127.6859
36.9230,127.6853
36.9277,127.6862
36.9280,127.6862
36.9282,127.6863
36.9288,127.6863
36.9293,127.6863
36.9297,127.6859
36.9280,127.6866
36.9277,127.6868
36.9270,127.6868
36.9277,127.6879
36.9280,127.6878
36.9266,127.6874
36.9272,127.6874
36.9269,127.6873
36.9264,127.6873
36.9300,127.6897
36.9295,127.6901
36.9297,127.6924
36.9297,127.6927
36.9294,127.6927
36.9291,127.6926
36.9292,127.6919
36.9287,127.6920
36.9349,127.6879
36.9338,127.6875
36.9339,127.6878
36.9340,127.6883
36.9333,127.6887
36.9320,127.6881
36.9274,127.6933
36.9276,127.6936
36.9372,127.6937
36.9375,127.6934
36.9376,127.6938
36.9374,127.6939
36.9372,127.6940
36.9380,127.6948
36.9380,127.6952
36.9377,127.6956
36.9379,127.6955
36.9382,127.6954
36.9385,127.6956
36.9383,127.6957
36.9379,127.6959
36.9380,127.6962
36.9384,127.6960
36.9387,127.6958
36.9390,127.6964
36.9392,127.6970
36.9391,127.6975
36.9377,127.6964
36.9373,127.6966
36.9370,127.6967
36.9376,127.6961
36.9372,127.6963
36.9375,127.6957
36.9371,127.6959
36.9361,127.6944
36.9360,127.6938
36.9362,127.6949
36.9354,127.6950
36.9352,127.6945
36.9351,127.6937
36.9346,127.6941
36.9349,127.6936
36.9306,127.6954
36.9309,127.6947
36.9299,127.6947
36.9297,127.6943
36.9301,127.6938
36.9299,127.6939
36.9298,127.6939
36.9294,127.6941
36.9291,127.6943
36.9288,127.6944
36.9285,127.6946
36.9281,127.6948
36.9278,127.6949
36.9273,127.6950
36.9270,127.6951
36.9267,127.6952
36.9263,127.6952
36.9260,127.6952
36.9257,127.6952
36.9254,127.6952
36.9251,127.6953
36.9247,127.6954
36.9242,127.6956
36.9240,127.6957
36.9237,127.6959
36.9235,127.6957
36.9229,127.6953
36.9231,127.6953
36.9234,127.6952
36.9236,127.6951
36.9238,127.6950
36.9240,127.6949
36.9244,127.6947
36.9247,127.6947
36.9251,127.6946
36.9256,127.6945
36.9260,127.6945
36.9264,127.6945
36.9267,127.6944
36.9271,127.6944
36.9275,127.6942
36.9279,127.6941
36.9283,127.6939
36.9286,127.6938
36.9289,127.6936
36.9293,127.6934
36.9294,127.6933
36.9297,127.6932
36.9300,127.6930
36.9358,127.6932
36.9346,127.6947
36.9345,127.6946
36.9341,127.6950
36.9338,127.6956
36.9349,127.6970
36.9346,127.6968
36.9346,127.6967
36.9343,127.6964
36.9341,127.6962
36.9339,127.6959
36.9330,127.6980
36.9328,127.6984
36.9326,127.6986
36.9323,127.6990
36.9319,127.6994
36.9318,127.6995
36.9284,127.6952
36.9283,127.6960
36.9280,127.6955
36.9284,127.6956
36.9286,127.6958
36.9290,127.6952
36.9293,127.6947
36.9296,127.6950
36.9296,127.6951
36.9297,127.6959
36.9297,127.6957
36.9292,127.6956
36.9290,127.6961
36.9288,127.6961
36.9290,127.6967
36.9315,127.7003
36.9319,127.7006
36.9325,127.7007
36.9315,127.7029
36.9315,127.7010
36.9301,127.7011
36.9311,127.7008
36.9305,127.7012
36.9315,127.7015
36.9310,127.7013
36.9306,127.7016
36.9309,127.7016
36.9299,127.7019
36.9303,127.7020
36.9306,127.7020
36.9312,127.7026
36.9309,127.7024
36.9287,127.7070
36.9288,127.7062
36.9286,127.7056
36.9287,127.7051
36.9297,127.7045
36.9289,127.7047
36.9288,127.7042
36.9290,127.7038
36.9294,127.7039
36.9299,127.7036
36.9302,127.7034
36.9304,127.7031
36.9307,127.7030
36.9306,127.7026
36.9303,127.7025
36.9298,127.7022
36.9297,127.7016
36.9299,127.7014
36.9298,127.7009
36.9294,127.7007
36.9280,127.7017
36.9278,127.7031
36.9278,127.7035
36.9278,127.7038
36.9278,127.7042
36.9278,127.7046
36.9278,127.7049
36.9279,127.7069
36.9279,127.7067
36.9279,127.7065
36.9279,127.7060
36.9279,127.7057
36.9279,127.7053
36.9277,127.7051
36.9275,127.7051
36.9273,127.7051
36.9270,127.7051
36.9322,127.6949
36.9321,127.6952
36.9322,127.6955
36.9324,127.6956
36.9328,127.6958
36.9319,127.6955
36.9319,127.6957
36.9315,127.6963
36.9312,127.6966
36.9308,127.6969
36.9305,127.6973
36.9308,127.6964
36.9341,127.6939
36.9304,127.6919
36.9342,127.6925
36.9344,127.6930
36.9346,127.6927
36.9343,127.6928
36.9341,127.6929
36.9338,127.6930
36.9336,127.6932
36.9333,127.6933
36.9319,127.6924
36.9350,127.6918
36.9353,127.6918
36.9357,127.6917
36.9365,127.6910
36.9367,127.6907
36.9369,127.6903
36.9307,127.6922
36.9307,127.6903
36.9401,127.6914
36.9424,127.6852
36.9368,127.6862
36.9304,127.6876
36.9306,127.6876
36.9308,127.6876
36.9316,127.6877
36.9319,127.6877
36.9322,127.6877
36.9307,127.6857
36.9310,127.6857
36.9300,127.6884
36.9295,127.6883
36.9293,127.6883
36.9339,127.6687
36.9419,127.6543
36.9471,127.6596
36.9232,127.6541
36.9185,127.6524
36.9148,127.6558
36.9144,127.6484
36.9121,127.6516
36.9131,127.6441
36.9152,127.6432
36.9253,127.6048
36.9709,127.6166
36.9233,127.7047
36.9239,127.7069
36.9185,127.7052
36.9263,127.7217
36.9206,127.7224
36.9165,127.7215
36.9160,127.7214
36.9158,127.7208
36.9166,127.7214
36.9169,127.7212
36.9176,127.7203
36.9179,127.7200
36.9170,127.7203
36.9172,127.7199
36.9170,127.7195
36.9320,127.7126
36.9292,127.6963
36.9344,127.6936
36.9001,127.6000
36.9445,127.7186
36.9451,127.7188
36.9454,127.7191
36.9459,127.7190
36.9474,127.7127
36.9258,127.7074
36.9310,127.7245
36.9188,127.6906
36.9190,127.6904
36.9192,127.6901
36.9225,127.6903
36.9227,127.6902
36.9229,127.6903
36.9230,127.6905
36.9228,127.6903
36.9229,127.6906
36.9227,127.6907
36.9224,127.6906
36.9295,127.6912
36.9319,127.7032
36.9368,127.6917
36.9414,127.6889
36.9402,127.6911
36.9404,127.6912
36.9404,127.6915
36.9288,127.6901
36.9397,127.6934
36.9489,127.7054
36.9525,127.7062
36.9528,127.7081
36.9534,127.7086
36.9537,127.7092
36.9501,127.7095
36.9496,127.7081
36.9444,127.7095
36.9443,127.7091
36.9432,127.7084
36.9417,127.7135
36.9447,127.7124
36.9452,127.7124
36.9453,127.7114
36.9455,127.7112
36.9465,127.7109
36.9466,127.7125
36.9466,127.7133
36.9458,127.7164
36.9466,127.7149
36.9470,127.7148
36.9290,127.6884
36.9240,127.6851
36.9237,127.6879
36.9300,127.6732
36.9334,127.6694
36.9460,127.6741
36.9446,127.6761
36.9434,127.6762
36.9421,127.6762
36.9417,127.6761
36.9430,127.6818
36.9428,127.6830
36.9420,127.6842
36.9390,127.6836
36.9397,127.6826
36.9405,127.6812
36.9403,127.6801
36.9405,127.6782
36.9442,127.6841
36.9438,127.6844
36.9434,127.6846
36.9430,127.6849
36.9411,127.6862
36.9417,127.6857
36.9422,127.6890
36.9422,127.6916
36.9365,127.6900
36.9342,127.6879
36.9334,127.6904
36.9515,127.6824
36.9553,127.6812
36.9609,127.6728
36.9528,127.6892
36.9560,127.6879
36.9497,127.6945
36.9728,127.6747
36.9726,127.6707
36.9713,127.6704
36.9829,127.6755
36.9589,127.6482
36.9653,127.6242
36.9660,127.6264
36.9719,127.6426
36.9124,127.6530
36.9126,127.6524
36.9127,127.6521
36.9127,127.6486
36.9114,127.6487
36.9088,127.6480
36.9067,127.6465
36.9127,127.6477
36.9131,127.6456
36.9140,127.6448
36.9144,127.6451
36.9188,127.6467
36.9095,127.6391
36.9096,127.6395
36.9098,127.6386
36.9105,127.6400
36.9107,127.6397
36.9111,127.6287
36.9115,127.6291
36.9114,127.6294
36.9053,127.6057
36.9048,127.6064
36.9426,127.6527
36.9389,127.6556
36.9376,127.6518
36.9392,127.6533
36.9421,127.6565
36.9474,127.6605
36.9489,127.6610
36.9497,127.6594
36.9718,127.6238
36.9646,127.6234
36.9591,127.6517
36.9826,127.6767
36.9831,127.6734
36.9518,127.6819
36.9371,127.6885
36.9347,127.5885
36.9180,127.6452
36.9345,127.5822
36.9159,127.6599
36.9165,127.6601
36.9321,127.6819
36.9541,127.7053
36.9545,127.7049
36.9285,127.7005
36.9295,127.7013
36.9279,127.7001
36.9273,127.7071
36.9300,127.7082
36.9288,127.7083
36.9298,127.7113
36.9349,127.6873
36.9967,127.5717
36.9965,127.5721
36.9960,127.5723
36.9957,127.5725
36.9964,127.5731
36.9958,127.5719
36.9955,127.5714
36.9957,127.5716
36.9961,127.5716
36.9954,127.5724
36.9945,127.5725
36.9945,127.5731
36.9954,127.5752
36.9937,127.5720
36.9935,127.5718
37.0105,127.5269
37.0111,127.5287
37.0103,127.5285
37.0099,127.5290
37.0098,127.5294
37.0096,127.5297
37.0096,127.5303
37.0099,127.5284
37.0095,127.5283
37.0092,127.5285
37.0088,127.5289
37.0085,127.5290
37.0093,127.5294
37.0092,127.5299
37.0089,127.5299
37.0085,127.5297
37.0088,127.5302
37.0097,127.5302
37.0084,127.5294
37.0075,127.5308
37.0090,127.5275
37.0104,127.5224
37.0033,127.5244
37.0036,127.5231
37.0043,127.5227
37.0041,127.5225
37.0045,127.5217
37.0053,127.5217
37.0055,127.5220
37.0057,127.5215
37.0063,127.5221
37.0053,127.5229
37.0046,127.5227
37.0046,127.5232
37.0045,127.5236
37.0050,127.5239
37.0042,127.5234
37.0014,127.5220
37.0015,127.5218
37.0006,127.5188
37.0003,127.5193
36.9995,127.5203
36.9991,127.5197
36.9990,127.5192
37.0021,127.5279
36.9978,127.5281
36.9974,127.5281
36.9970,127.5277
36.9970,127.5271
36.9971,127.5264
36.9972,127.5245
36.9958,127.5265
36.9948,127.5266
36.9960,127.5351
36.9916,127.5324
36.9917,127.5314
36.9915,127.5308
36.9912,127.5317
36.9908,127.5327
36.9906,127.5317
36.9905,127.5315
36.9901,127.5312
36.9901,127.5306
36.9898,127.5313
36.9893,127.5317
36.9888,127.5316
36.9879,127.5301
36.9877,127.5298
36.9871,127.5291
36.9874,127.5298
36.9878,127.5292
36.9873,127.5289
36.9870,127.5285
36.9866,127.5288
36.9865,127.5279
36.9869,127.5278
36.9863,127.5265
36.9870,127.5262
36.9865,127.5254
36.9869,127.5246
36.9894,127.5228
36.9897,127.5220
36.9898,127.5215
36.9899,127.5210
36.9896,127.5206
36.9891,127.5200
36.9902,127.5201
36.9902,127.5199
36.9895,127.5188
36.9895,127.5178
